Date,Price,Open,High,Low,Vol.,Change %
11/20/2019,73600,74000,74500,73600,283.12K,-0.54%
11/21/2019,71500,73000,73800,71500,843.26K,-2.85%
11/22/2019,70500,72600,72900,69900,797.01K,-1.40%
11/25/2019,71500,70600,71600,70500,311.43K,1.42%
11/26/2019,71500,71800,72600,71500,561.68K,0.00%
11/27/2019,71000,71500,72000,70900,213.60K,-0.70%
11/28/2019,69500,70600,71000,68600,608.71K,-2.11%
11/29/2019,70000,69500,70400,68900,302.31K,0.72%
12/2/2019,69000,70500,70500,69000,273.55K,-1.43%
12/3/2019,64200,68700,69100,64200,2.27M,-6.96%
12/4/2019,62500,64100,64200,59900,5.52M,-2.65%
12/5/2019,62000,62500,62500,60500,1.46M,-0.80%
12/6/2019,62500,61500,63700,61300,1.62M,0.81%
12/9/2019,60500,62300,62400,60300,1.42M,-3.20%
12/10/2019,56600,60500,60900,56600,2.72M,-6.45%
12/11/2019,55700,56200,57500,54400,2.33M,-1.59%
12/12/2019,58500,56000,58800,56000,1.87M,5.03%
12/13/2019,58000,59000,59400,57000,1.74M,-0.85%
12/16/2019,56700,57300,57800,56700,1.30M,-2.24%
12/17/2019,56100,56800,56900,55700,1.13M,-1.06%
12/18/2019,56400,56000,57000,55000,1.11M,0.53%
12/19/2019,55600,56000,56400,55500,831.96K,-1.42%
12/20/2019,55000,55600,55700,54600,1.80M,-1.08%
12/23/2019,51600,55600,55900,51600,2.23M,-6.18%
12/24/2019,54500,51700,54700,50200,1.40M,5.62%
12/25/2019,55700,54800,56200,54500,1.31M,2.20%
12/26/2019,57000,55000,58100,54900,1.90M,2.33%
12/27/2019,56900,56500,57400,56000,629.49K,-0.18%
12/30/2019,57100,57000,58000,56800,887.37K,0.35%
12/31/2019,56500,57100,57300,55900,695.75K,-1.05%
1/2/2020,57000,56900,57400,56300,518.87K,0.88%
1/3/2020,57500,57200,57700,56800,777.69K,0.88%
1/6/2020,56600,57500,57500,56600,582.02K,-1.57%
1/7/2020,56800,56800,57300,56700,319.68K,0.35%
1/8/2020,56000,56200,56500,55600,737.69K,-1.41%
1/9/2020,57000,56600,57200,56500,505.68K,1.79%
1/10/2020,56500,57000,57700,56500,524.93K,-0.88%
1/13/2020,57000,56600,57100,56400,413.81K,0.88%
1/14/2020,56600,57000,57300,56600,349.41K,-0.70%
1/15/2020,56500,57000,57000,56000,373.29K,-0.18%
1/16/2020,56200,56500,56900,56200,290.21K,-0.53%
1/17/2020,55000,56100,56400,55000,496.94K,-2.14%
1/20/2020,54300,55000,55100,53000,541.49K,-1.27%
1/21/2020,54500,54300,54900,54100,369.33K,0.37%
1/22/2020,53400,54200,54600,53300,540.21K,-2.02%
1/30/2020,50100,53000,53000,50000,1.59M,-6.18%
1/31/2020,50100,50000,51700,50000,791.35K,0.00%
2/3/2020,50000,46700,50000,46600,1.29M,-0.20%
2/4/2020,50000,50100,51000,49500,744.90K,0.00%
2/5/2020,50000,50500,50500,49200,750.71K,0.00%
2/6/2020,49900,49950,49950,47500,2.39M,-0.20%
2/7/2020,49900,49800,49900,48800,932.29K,0.00%
2/10/2020,49900,49900,49900,48800,600.28K,0.00%
2/11/2020,49900,49200,51700,49200,2.08M,0.00%
2/12/2020,50500,50000,50700,50000,804.72K,1.20%
2/13/2020,50200,50700,50900,50100,547.97K,-0.59%
2/14/2020,49800,50200,50200,49450,1.12M,-0.80%
2/17/2020,49700,49800,49800,48950,1.49M,-0.20%
2/18/2020,49700,49200,49700,49200,591.22K,0.00%
2/19/2020,50400,49600,51700,49600,1.82M,1.41%
2/20/2020,51100,50900,51400,50400,1.37M,1.39%
2/21/2020,53000,51500,54000,51500,2.06M,3.72%
2/24/2020,51100,51600,52500,51000,1.43M,-3.58%
2/25/2020,50600,50500,51300,49800,896.71K,-0.98%
2/26/2020,49750,49800,50300,49000,1.25M,-1.68%
2/27/2020,49700,49200,49800,48800,1.64M,-0.10%
2/28/2020,49000,49700,49700,47700,2.26M,-1.41%
3/2/2020,49000,48350,49000,47850,1.59M,0.00%
3/3/2020,49000,49200,49800,48500,1.23M,0.00%
3/4/2020,49000,48900,49350,48650,909.83K,0.00%
3/5/2020,50900,49450,52000,49150,1.78M,3.88%
3/6/2020,54400,50800,54400,50100,2.79M,6.88%
3/9/2020,52000,53000,56800,51000,4.21M,-4.41%
3/10/2020,52400,52900,53800,52000,2.39M,0.77%
3/11/2020,49950,53300,53300,49200,2.64M,-4.68%
3/12/2020,49950,47200,49950,46500,4.07M,0.00%
3/13/2020,49850,46500,49950,46500,3.78M,-0.20%
3/16/2020,40414,40006,40659,38781,3.86M,-18.93%
3/17/2020,40414,39190,40414,38945,4.65M,0.00%
3/18/2020,40333,40414,40578,39843,2.60M,-0.20%
3/19/2020,40169,39598,40169,39230,4.02M,-0.41%
3/20/2020,40169,40006,40169,39026,4.95M,0.00%
3/23/2020,40169,39271,40169,37883,6.03M,0.00%
3/24/2020,40088,39598,40088,39434,4.27M,-0.20%
3/25/2020,40088,40006,40578,39598,3.43M,0.00%
3/26/2020,40006,40006,40169,39639,3.32M,-0.20%
3/27/2020,40251,39761,41639,39598,3.11M,0.61%
3/30/2020,40088,39598,40088,39516,1.65M,-0.40%
3/31/2020,40006,40088,40741,39353,4.40M,-0.20%
4/1/2020,40169,39843,40822,39843,2.07M,0.41%
4/3/2020,42700,40496,42700,40414,2.21M,6.30%
4/6/2020,45639,43517,45639,43353,3.07M,6.88%
4/7/2020,46946,46374,47681,44986,2.52M,2.86%
4/8/2020,48089,45803,48089,45313,1.61M,2.43%
4/9/2020,48497,48170,48742,47436,2.46M,0.85%
4/10/2020,49150,48170,51028,47599,2.30M,1.35%
4/13/2020,47436,49150,50130,47436,2.53M,-3.49%
4/14/2020,49803,47354,49803,46701,1.74M,4.99%
4/15/2020,49722,49803,50865,49558,1.33M,-0.16%
4/16/2020,49640,48660,49967,48660,1.18M,-0.16%
4/17/2020,49477,49803,50130,49395,1.70M,-0.33%
4/20/2020,48497,49477,49803,48497,2.21M,-1.98%
4/21/2020,46211,47436,48007,45803,2.23M,-4.71%
4/22/2020,47517,45313,47844,45313,1.28M,2.83%
4/23/2020,47517,48579,48824,47517,1.01M,0.00%
4/24/2020,48579,47191,48579,46701,1.46M,2.23%
4/27/2020,47762,48987,49395,47762,1.35M,-1.68%
4/28/2020,48742,47762,49232,47354,1.31M,2.05%
4/29/2020,48007,48742,48905,48007,996.60K,-1.51%
5/4/2020,46783,46701,47926,46619,1.38M,-2.55%
5/5/2020,46048,46701,46946,46048,1.32M,-1.57%
5/6/2020,47354,46538,47354,45476,1.22M,2.84%
5/7/2020,48007,48007,48170,47354,936.70K,1.38%
5/8/2020,49803,48170,50946,48089,3.98M,3.74%
5/11/2020,51518,50212,51518,49477,2.21M,3.44%
5/12/2020,50620,51436,51600,50457,1.23M,-1.74%
5/13/2020,50538,50048,51028,49395,1.92M,-0.16%
5/14/2020,52171,50212,53232,49803,3.09M,3.23%
5/15/2020,50701,52661,52988,50701,1.57M,-2.82%
5/18/2020,51028,50701,51273,50130,1.01M,0.64%
5/19/2020,51436,51681,52579,51028,2.31M,0.80%
5/20/2020,52089,51028,52171,51028,1.20M,1.27%
5/21/2020,52089,52089,52253,51273,1.82M,0.00%
5/22/2020,50620,51844,52008,50620,1.57M,-2.82%
5/25/2020,50457,50783,51191,50212,1.63M,-0.32%
5/26/2020,51028,50620,51273,50538,1.26M,1.13%
5/27/2020,51028,51600,52743,51028,2.63M,0.00%
5/28/2020,51273,51763,51763,50946,957.00K,0.48%
5/29/2020,51191,51273,51355,50783,837.70K,-0.16%
6/1/2020,51518,51191,52008,51191,1.29M,0.64%
6/2/2020,52171,51926,53722,51763,5.03M,1.27%
6/3/2020,52253,52661,52661,51926,899.60K,0.16%
6/4/2020,51844,52743,52743,51681,1.83M,-0.78%
6/5/2020,51060,51060,51304,50655,2.19M,-1.51%
6/8/2020,51385,51385,52195,50898,2.11M,0.64%
6/9/2020,51060,51466,52033,50817,1.94M,-0.63%
6/10/2020,50979,50979,51060,50655,1.45M,-0.16%
6/11/2020,47413,51304,51952,47413,3.16M,-7.00%
6/12/2020,47413,46198,47575,46198,3.65M,0.00%
6/15/2020,45711,47413,47737,44820,3.12M,-3.59%
6/16/2020,46684,46522,46846,45792,1.79M,2.13%
6/17/2020,46603,47008,47170,46117,1.39M,-0.17%
6/18/2020,46198,46198,46522,45306,1.11M,-0.87%
6/19/2020,46198,46684,46765,46198,2.90M,0.00%
6/22/2020,47251,46603,47413,46603,1.95M,2.28%
6/23/2020,47332,47008,48224,47008,1.74M,0.17%
6/24/2020,46360,47332,47656,45792,1.12M,-2.05%
6/25/2020,45954,45873,46198,45549,1.85M,-0.88%
6/26/2020,45711,45954,46927,45711,689.96K,-0.53%
6/29/2020,44658,45711,45711,43685,2.06M,-2.30%
6/30/2020,43847,45306,45468,43766,1.65M,-1.82%
7/1/2020,44982,44090,45468,43766,1.16M,2.59%
7/2/2020,46360,45387,46684,44982,1.31M,3.06%
7/3/2020,46360,46360,46927,45954,839.92K,0.00%
7/6/2020,46684,46360,47008,46279,1.03M,0.70%
7/7/2020,46198,46927,47332,46198,1.15M,-1.04%
7/8/2020,46198,46198,46603,46198,560.60K,0.00%
7/9/2020,46522,46279,46765,46117,1.32M,0.70%
7/10/2020,46117,46522,46684,45387,677.88K,-0.87%
7/13/2020,45873,46198,46603,45792,669.50K,-0.53%
7/14/2020,45387,45711,45873,45144,1.12M,-1.06%
7/15/2020,45144,45792,45954,45144,1.50M,-0.54%
7/16/2020,46198,45387,46198,44982,1.17M,2.33%
7/17/2020,45549,45954,46035,45387,911.53K,-1.40%
7/20/2020,44577,45387,45387,44577,1.13M,-2.13%
7/21/2020,44333,44577,45063,44009,2.01M,-0.55%
7/22/2020,43928,44333,44739,43928,1.00M,-0.91%
7/23/2020,43685,43928,44252,43442,914.44K,-0.55%
7/24/2020,42145,43523,43685,41173,2.45M,-3.53%
7/27/2020,40119,39633,41740,39633,3.38M,-4.81%
7/28/2020,40929,40524,41335,40119,1.58M,2.02%
7/29/2020,39997,40119,40524,39714,1.62M,-2.28%
7/30/2020,40362,40443,40605,40119,985.98K,0.91%
7/31/2020,40929,39795,41659,39795,2.63M,1.40%
8/3/2020,42631,40929,42712,40929,1.67M,4.16%
8/4/2020,43766,43118,44009,43118,2.02M,2.66%
8/5/2020,44577,43361,44577,43118,2.17M,1.85%
8/6/2020,43685,44171,44496,43523,1.41M,-2.00%
8/7/2020,43847,43766,44415,43604,1.15M,0.37%
8/10/2020,44171,43928,44496,43928,1.14M,0.74%
8/11/2020,44252,44415,44415,43847,790.51K,0.18%
8/12/2020,43928,44009,44415,43685,1.18M,-0.73%
8/13/2020,44090,43928,44252,43766,1.14M,0.37%
8/14/2020,43280,44090,44171,42956,2.16M,-1.84%
8/17/2020,42956,43280,43361,42388,1.32M,-0.75%
8/18/2020,42469,42956,42956,42388,925.55K,-1.13%
8/19/2020,42712,42469,42875,42226,1.04M,0.57%
8/20/2020,42145,42712,42794,42145,1.70M,-1.33%
8/21/2020,42631,42145,42875,42145,1.16M,1.15%
8/24/2020,43442,42794,43766,42794,2.06M,1.90%
8/25/2020,43442,43766,44090,43442,2.04M,0.00%
8/26/2020,43361,43442,43685,43199,1.06M,-0.19%
8/27/2020,43442,43361,43523,43280,979.58K,0.19%
8/28/2020,44171,43685,44982,43523,2.86M,1.68%
8/31/2020,44577,44577,44982,44090,1.55M,0.92%
9/1/2020,44252,44577,44577,44009,1.95M,-0.73%
9/3/2020,44901,44901,44982,44333,2.10M,1.47%
9/4/2020,45630,44090,45792,44090,3.17M,1.62%
9/7/2020,44252,45873,46279,44252,2.72M,-3.02%
9/8/2020,44415,44333,44577,44090,1.75M,0.37%
9/9/2020,44577,43847,44901,43847,1.30M,0.36%
9/10/2020,44415,44901,44982,44333,882.67K,-0.36%
9/11/2020,44577,44252,44577,44009,647.74K,0.36%
9/14/2020,45063,44577,45225,44577,1.13M,1.09%
9/15/2020,44901,45063,45225,44658,953.54K,-0.36%
9/16/2020,44496,44901,44901,44252,1.09M,-0.90%
9/17/2020,43766,44496,44496,43766,1.49M,-1.64%
9/18/2020,43928,43766,44252,43766,1.35M,0.37%
9/21/2020,44171,44090,44415,44090,1.06M,0.55%
9/22/2020,44009,44171,44252,43847,912.42K,-0.37%
9/23/2020,44901,44252,44901,44090,1.54M,2.03%
9/24/2020,44577,44658,45144,44577,1.06M,-0.72%
9/25/2020,44333,44577,44820,44171,850.01K,-0.55%
9/28/2020,44333,44333,44658,44171,748.03K,0.00%
9/29/2020,43442,44496,44496,43442,1.54M,-2.01%
9/30/2020,44252,43442,44252,43442,1.01M,1.86%
10/1/2020,44496,44333,44577,44252,1.16M,0.55%
10/2/2020,43847,44496,44577,43604,1.78M,-1.46%
10/5/2020,45387,44252,45549,43847,3.92M,3.51%
10/6/2020,47008,45711,47251,45630,5.28M,3.57%
10/7/2020,50169,47008,50250,46927,7.72M,6.72%
10/8/2020,51790,49845,51790,49115,5.82M,3.23%
10/9/2020,55194,51466,55275,50412,6.41M,6.57%
10/12/2020,56896,55113,56896,53897,6.98M,3.08%
10/13/2020,60624,56734,60867,55113,5.60M,6.55%
10/14/2020,64839,60543,64839,59246,6.08M,6.95%
10/15/2020,65730,64839,67189,63461,6.84M,1.37%
10/16/2020,64839,65649,65649,61192,7.85M,-1.36%
10/19/2020,66460,61759,66460,61759,3.69M,2.50%
10/20/2020,67837,66298,67837,64839,5.85M,2.07%
10/21/2020,67837,67270,68810,66460,2.11M,0.00%
10/22/2020,68891,67108,68891,66865,6.16M,1.55%
10/23/2020,69702,68972,69783,68486,4.10M,1.18%
10/26/2020,71242,68648,71242,68648,5.60M,2.21%
10/27/2020,71242,71323,72133,68891,4.85M,0.00%
10/28/2020,69702,71160,71160,68243,5.56M,-2.16%
10/29/2020,68081,67270,68891,64839,8.05M,-2.33%
10/30/2020,68081,66622,68081,64433,4.87M,0.00%
11/2/2020,68486,68081,68486,66703,4.62M,0.59%
11/3/2020,68081,68081,68324,67432,3.81M,-0.59%
11/4/2020,68243,68081,68648,67351,2.41M,0.24%
11/5/2020,71242,68486,71242,67919,2.15M,4.39%
11/6/2020,72862,71160,72862,70512,1.46M,2.27%
11/9/2020,77482,72944,77482,72781,2.96M,6.34%
11/10/2020,77320,77806,79427,76915,4.19M,-0.21%
11/11/2020,77320,75942,77320,74565,2.43M,0.00%
11/12/2020,75456,77401,77401,75456,580.90K,-2.41%
11/13/2020,73025,75132,75132,72862,1.31M,-3.22%
11/16/2020,68000,72538,73025,68000,2.95M,-6.88%
11/17/2020,68891,68081,69621,67919,976.45K,1.31%
11/18/2020,67189,68972,68972,67027,1.18M,-2.47%
11/19/2020,66460,67270,67594,65649,1.45M,-1.08%
11/20/2020,66460,66217,68000,65730,1.40M,0.00%
11/23/2020,67351,66460,67594,66460,1.05M,1.34%
11/24/2020,66460,67351,67351,64839,815.46K,-1.32%
11/25/2020,66703,66460,67270,66460,823.98K,0.37%
11/26/2020,67837,66217,68000,66135,612.79K,1.70%
11/27/2020,67837,67837,67837,67108,504.68K,0.00%
11/30/2020,66460,66541,67675,66217,1.16M,-2.03%
12/1/2020,67270,65244,67270,65244,1.26M,1.22%
12/2/2020,67432,67270,68081,66460,889.36K,0.24%
12/3/2020,67594,67513,68081,66865,650.48K,0.24%
12/4/2020,69702,68081,70917,67675,2.37M,3.12%
12/7/2020,69702,70107,70593,69296,990.25K,0.00%
12/8/2020,69296,69783,70026,69134,1.03M,-0.58%
12/9/2020,69215,69296,69458,68891,1.01M,-0.12%
12/10/2020,68000,69215,69215,67756,1.72M,-1.76%
12/11/2020,68486,68000,68567,67432,949.32K,0.71%
12/14/2020,68486,68648,68972,68000,1.30M,0.00%
12/15/2020,68486,68486,68729,68000,1.12M,0.00%
12/16/2020,68486,68081,68567,68000,778.25K,0.00%
12/17/2020,68896,68486,69142,67912,1.42M,0.60%
12/18/2020,68978,68650,69142,68650,1.70M,0.12%
12/21/2020,68732,69716,69716,68404,992.42K,-0.36%
12/22/2020,67912,68732,68896,67666,966.30K,-1.19%
12/23/2020,67912,67830,69142,67748,1.09M,0.00%
12/24/2020,67830,67912,68076,67092,766.68K,-0.12%
12/25/2020,67666,68076,68158,67584,718.31K,-0.24%
12/28/2020,67584,68076,68240,67338,663.78K,-0.12%
12/29/2020,68240,68896,68896,68076,1.73M,0.97%
12/30/2020,68486,68814,69060,67748,1.15M,0.36%
12/31/2020,72915,68076,73079,68076,4.57M,6.47%
1/4/2021,72915,74637,74637,72915,2.30M,0.00%
1/5/2021,73243,72997,73817,72259,1.53M,0.45%
1/6/2021,72423,73243,74637,72177,2.81M,-1.12%
1/7/2021,75457,72423,75868,72423,3.63M,4.19%
1/8/2021,76360,76278,77426,75457,3.17M,1.20%
1/11/2021,77180,76442,78328,76442,3.06M,1.07%
1/12/2021,77098,77180,77344,76360,2.20M,-0.11%
1/13/2021,76524,77262,77344,76032,3.06M,-0.74%
1/14/2021,75704,76442,76524,75211,1.74M,-1.07%
1/15/2021,76278,76278,76606,75868,2.57M,0.76%
1/18/2021,78000,77918,80461,77836,4.49M,2.26%
1/19/2021,74555,78574,78574,72587,2.90M,-4.42%
1/20/2021,74555,75047,75293,70536,2.78M,0.00%
1/21/2021,75047,75047,75539,73325,2.62M,0.66%
1/22/2021,76524,75457,78082,74637,3.67M,1.97%
1/25/2021,79558,77918,80379,77098,4.64M,3.96%
1/26/2021,78328,80543,80543,74883,2.97M,-1.55%
1/27/2021,75211,77508,77754,73981,2.69M,-3.98%
1/28/2021,69962,69962,73325,69962,4.58M,-6.98%
1/29/2021,70126,66025,74637,66025,3.41M,0.23%
2/1/2021,67256,70454,72423,66435,2.15M,-4.09%
2/2/2021,68896,67256,69716,65615,2.31M,2.44%
2/3/2021,72915,70126,72997,70126,1.85M,5.83%
2/4/2021,73407,72177,74227,71767,1.70M,0.67%
2/5/2021,73489,73407,73817,73079,1.45M,0.11%
2/8/2021,70208,73489,73735,68896,2.71M,-4.46%
2/9/2021,72751,70536,73489,69798,1.74M,3.62%
2/17/2021,75457,73653,75457,72833,1.37M,3.72%
2/18/2021,78000,75457,78738,74637,2.65M,3.37%
2/19/2021,77836,76770,78328,76770,1.70M,-0.21%
2/22/2021,77590,77836,78000,76934,1.42M,-0.32%
2/23/2021,76032,77508,77508,75868,1.91M,-2.01%
2/24/2021,74637,77098,77098,74227,1.77M,-1.83%
2/25/2021,73489,75293,75293,73325,1.89M,-1.54%
2/26/2021,74063,72669,74145,72587,1.78M,0.78%
3/1/2021,74883,74145,75375,74063,1.03M,1.11%
3/2/2021,74555,76114,76114,73817,1.23M,-0.44%
3/3/2021,74227,74555,74637,73817,963.84K,-0.44%
3/4/2021,72505,74637,74637,71767,1.98M,-2.32%
3/5/2021,73161,72177,73817,71767,1.37M,0.90%
3/8/2021,71685,74145,74145,71357,1.94M,-2.02%
3/9/2021,71110,71931,71931,66681,1.40M,-0.80%
3/10/2021,71357,71110,71357,69962,980.88K,0.35%
3/11/2021,71603,72013,72505,71275,1.05M,0.34%
3/12/2021,71603,72177,72259,71521,1.05M,0.00%
3/15/2021,72587,72177,73161,71603,1.43M,1.37%
3/16/2021,72177,72833,72833,71521,642.24K,-0.56%
3/17/2021,72177,71849,72259,71357,691.68K,0.00%
3/18/2021,73571,72095,73735,71931,1.47M,1.93%
3/19/2021,72751,72997,73325,70946,1.38M,-1.11%
3/22/2021,72259,72751,72833,71767,867.96K,-0.68%
3/23/2021,70946,72259,72341,70536,1.23M,-1.82%
3/24/2021,69798,69880,70946,69716,1.04M,-1.62%
3/25/2021,70536,70126,70536,68896,1.29M,1.06%
3/26/2021,70454,70126,70536,68650,1.10M,-0.12%
3/29/2021,70618,70126,70946,69716,1.10M,0.23%
3/30/2021,72587,70208,73407,70044,1.73M,2.79%
3/31/2021,75868,72587,76278,72587,3.77M,4.52%
4/1/2021,75704,76196,76278,75539,2.44M,-0.22%
4/2/2021,76032,76278,76524,75704,2.59M,0.43%
4/5/2021,76278,77918,78000,76114,3.09M,0.32%
4/6/2021,75375,76278,76442,74883,2.17M,-1.18%
4/7/2021,76934,75375,77344,74473,2.35M,2.07%
4/8/2021,76278,77508,77508,75786,1.45M,-0.85%
4/9/2021,75539,76114,76114,75129,1.27M,-0.97%
4/12/2021,75375,75539,75868,74965,1.84M,-0.22%
4/13/2021,77262,75950,78738,75457,5.84M,2.50%
4/14/2021,82593,77590,82593,76852,7.96M,6.90%
4/15/2021,82019,84890,86120,82019,3.48M,-0.69%
4/16/2021,82101,81855,83249,78082,3.69M,0.10%
4/19/2021,87842,83249,87842,81527,7.75M,6.99%
4/20/2021,86530,87842,91451,85382,5.15M,-1.49%
4/22/2021,80543,85300,88088,80543,4.17M,-6.92%
4/23/2021,82019,80543,83249,78738,6.01M,1.83%
4/26/2021,77918,83249,83413,77918,4.49M,-5.00%
4/27/2021,80379,77918,80871,76770,2.86M,3.16%
4/28/2021,81199,80379,81855,79969,2.20M,1.02%
4/29/2021,80379,81363,81527,79558,2.16M,-1.01%
5/4/2021,78656,80379,80379,78000,2.79M,-2.14%
5/5/2021,78738,78656,81117,78574,2.15M,0.10%
5/6/2021,78410,78738,80051,78410,1.83M,-0.42%
5/7/2021,77918,78000,79230,77344,3.08M,-0.63%
5/10/2021,83331,79886,83331,79148,4.69M,6.95%
5/11/2021,83249,85300,86776,83249,4.08M,-0.10%
5/12/2021,85300,83249,86120,83249,2.95M,2.46%
5/13/2021,84480,85054,85956,84316,2.91M,-0.96%
5/14/2021,88663,85136,90221,85136,4.33M,4.95%
5/17/2021,85464,89401,89811,85464,2.84M,-3.61%
5/18/2021,86202,86940,90221,85956,3.54M,0.86%
5/19/2021,88581,86940,89401,86202,2.51M,2.76%
5/20/2021,93174,89401,93502,88498,3.39M,5.19%
5/21/2021,91779,92271,93338,91533,3.10M,-1.50%
5/24/2021,91861,91779,93174,91041,2.58M,0.09%
5/25/2021,93174,91451,94732,91041,2.08M,1.43%
5/26/2021,93174,93502,93502,91861,1.75M,0.00%
5/27/2021,90221,93174,93338,86694,1.97M,-3.17%
5/28/2021,92271,90221,92271,89073,2.45M,2.27%
5/31/2021,90303,91861,92025,89811,1.21M,-2.13%
6/1/2021,87760,90221,90221,85874,2.91M,-2.82%
6/2/2021,86694,88745,88991,86530,2.24M,-1.21%
6/3/2021,86120,86612,86694,84480,3.15M,-0.66%
6/4/2021,88006,85710,88006,84480,1.87M,2.19%
6/7/2021,85710,87760,88006,85300,1.09M,-2.61%
6/8/2021,85300,85792,87514,85300,1.91M,-0.48%
6/9/2021,85710,84480,86120,84480,1.28M,0.48%
6/10/2021,84562,85300,86038,84480,1.05M,-1.34%
6/11/2021,86940,84562,87022,84480,2.15M,2.81%
6/14/2021,87678,87760,88581,86120,1.79M,0.85%
6/15/2021,87350,87760,88498,87104,1.19M,-0.37%
6/16/2021,85464,86940,87760,85300,1.24M,-2.16%
6/17/2021,84480,84480,86940,84480,1.66M,-1.15%
6/18/2021,87350,86448,87760,84480,1.81M,3.40%
6/21/2021,89155,87350,90221,86120,2.15M,2.07%
6/22/2021,88991,89483,90221,88088,1.48M,-0.18%
6/23/2021,87596,88581,89073,87350,893.16K,-1.57%
6/24/2021,87350,87350,88498,86612,919.92K,-0.28%
6/25/2021,87268,87186,87760,86120,935.52K,-0.09%
6/28/2021,89319,87760,90139,87514,1.79M,2.35%
6/29/2021,88991,89811,90139,88252,1.19M,-0.37%
6/30/2021,91369,89401,92271,89401,2.70M,2.67%
7/1/2021,93892,92155,94306,91080,2.05M,2.76%
7/2/2021,94223,94306,94637,93644,1.55M,0.35%
7/5/2021,92321,93313,93727,87688,2.66M,-2.02%
7/6/2021,90170,90997,92651,89342,2.51M,-2.33%
7/7/2021,95960,90170,95960,87771,2.96M,6.42%
7/8/2021,99104,95133,99269,94306,3.00M,3.28%
7/9/2021,96705,97615,101337,95133,2.57M,-2.42%
7/12/2021,99187,97615,99187,90583,2.52M,2.57%
7/13/2021,95133,99187,99187,93644,1.83M,-4.09%
7/14/2021,96126,95133,96705,91990,1.72M,1.04%
7/15/2021,95133,94306,97532,93892,1.27M,-1.03%
7/16/2021,99683,95547,100097,94968,2.37M,4.78%
7/19/2021,98773,98028,103406,98028,1.72M,-0.91%
7/20/2021,101751,98856,101751,97284,2.14M,3.01%
7/21/2021,100924,101751,102744,100924,1.67M,-0.81%
7/22/2021,101668,100924,101751,99269,1.32M,0.74%
7/23/2021,98442,100179,101089,98442,1.98M,-3.17%
7/26/2021,100179,99187,100510,97367,1.51M,1.76%
7/27/2021,103819,99683,104646,99683,2.32M,3.63%
7/28/2021,102992,103406,103736,102578,1.01M,-0.80%
7/29/2021,105639,102992,105887,101751,1.41M,2.57%
7/30/2021,110851,105887,113002,105226,3.19M,4.93%
8/2/2021,112671,110685,114160,108369,1.52M,1.64%
8/3/2021,113994,112505,114160,111678,1.63M,1.17%
8/4/2021,112505,113994,114160,111843,1.91M,-1.31%
8/5/2021,111678,111761,113250,111099,1.62M,-0.74%
8/6/2021,111264,111761,112505,111264,804.60K,-0.37%
8/9/2021,116641,110851,116641,110851,1.83M,4.83%
8/10/2021,114573,116641,117055,114573,1.21M,-1.77%
8/11/2021,113002,114987,116641,113002,1.19M,-1.37%
8/12/2021,110851,114573,114573,110851,2.34M,-1.90%
8/13/2021,110437,109610,110851,109031,1.67M,-0.37%
8/16/2021,110437,111264,112919,109362,1.16M,0.00%
8/17/2021,109610,111513,111595,109610,952.32K,-0.75%
8/18/2021,111264,111678,113250,110851,1.56M,1.51%
8/19/2021,112753,112505,112753,111264,1.01M,1.34%
8/20/2021,110685,111926,112340,109941,1.57M,-1.83%
8/23/2021,105060,110024,110437,105060,2.06M,-5.08%
8/24/2021,106301,105060,107376,105060,1.56M,1.18%
8/25/2021,111678,107376,112919,106797,1.40M,5.06%
8/26/2021,110851,111761,113498,109279,1.16M,-0.74%
8/27/2021,112423,109279,112836,109279,2.31M,1.42%
8/30/2021,109693,114573,114573,109693,3.24M,-2.43%
8/31/2021,111678,109693,112505,109196,3.75M,1.81%
9/1/2021,110272,111016,112092,110024,1.23M,-1.26%
9/6/2021,108452,110851,110851,108452,1.82M,-1.65%
9/7/2021,107376,108535,108535,107128,1.85M,-0.99%
9/8/2021,105887,106715,107542,105887,1.67M,-1.39%
9/9/2021,108369,105722,109362,105556,1.23M,2.34%
9/10/2021,107542,108783,109527,107542,853.56K,-0.76%
9/13/2021,108038,108369,109196,107625,1.52M,0.46%
9/14/2021,112092,109031,112257,108204,3.08M,3.75%
9/15/2021,119868,111678,119868,111678,3.36M,6.94%
9/16/2021,123921,121605,124087,120116,2.74M,3.38%
9/17/2021,120778,122432,123673,120364,2.87M,-2.54%
9/20/2021,118296,120860,122846,118296,1.26M,-2.06%
9/21/2021,118710,116641,119950,116641,1.59M,0.35%
9/22/2021,121605,119950,123259,118710,1.03M,2.44%
9/23/2021,119950,121191,122846,118296,1.12M,-1.36%
9/24/2021,117800,119950,120364,117303,1.39M,-1.79%
9/27/2021,111678,118048,118710,111678,1.46M,-5.20%
9/28/2021,112505,111595,116393,110934,1.54M,0.74%
9/29/2021,116641,114904,116641,114160,676.20K,3.68%
9/30/2021,117965,116724,119454,116641,905.52K,1.14%
10/1/2021,115814,117469,118296,115814,1.03M,-1.82%
10/4/2021,116807,117386,118296,115897,594.48K,0.86%
10/5/2021,116807,118048,118213,116311,719.16K,0.00%
10/6/2021,117634,117882,117882,116559,648.36K,0.71%
10/7/2021,117221,118296,118296,116641,657.96K,-0.35%
10/8/2021,120364,117469,120778,117386,1.21M,2.68%
10/11/2021,121605,120364,122846,118296,1.11M,1.03%
10/12/2021,120364,122019,122846,119950,810.84K,-1.02%
